MapHeight,MapWidth,Scene,Probability,Obs0,Obs1,Obs2,Obs3,Obs4,Obs5,Obs6,Obs7,Obs8,Obs9,Obs10,Obs11,Obs12,Obs13,Obs14,Obs15,Obs16,Obs17,Obs18,Obs19,Obs20,Obs21
11,11,70,0.0007173340377424319,16,27,38,49,60,59,70,69,68,79,90,79,80,69,58,59,48,49,38,27,16,5
11,11,70,0.00035866701887121596,16,27,38,49,48,59,70,69,68,79,90,79,68,69,58,47,36,37,38,27,16,5
11,11,70,0.0014879834431549093,16,27,38,49,60,59,70,81,92,91,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.0007439917215774546,16,27,26,37,48,59,70,69,80,79,90,79,68,57,58,59,48,49,38,27,16,5
11,11,70,0.0015146411269899322,16,27,38,49,60,71,70,81,80,91,90,79,80,81,70,71,60,49,38,27,16,5
11,11,70,0.00039501840591897434,16,27,26,37,48,59,70,81,80,79,90,91,80,69,58,47,36,37,38,27,16,5
11,11,70,0.00035866701887121596,16,27,38,49,48,59,70,69,68,79,90,91,80,69,70,59,48,37,26,27,16,5
11,11,70,0.00039501840591897434,16,27,38,49,60,71,70,81,80,91,90,79,68,69,58,59,48,37,26,27,16,5
11,11,70,0.00038774812850942266,16,27,26,37,48,59,70,81,92,91,90,91,92,81,70,59,48,49,38,27,16,5
11,11,70,0.0003223156318234576,16,27,38,49,60,59,70,81,80,79,90,79,68,57,46,47,48,49,38,27,16,5
11,11,70,0.00038290127690305485,16,27,38,49,60,59,70,69,80,79,90,79,68,69,70,71,60,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,71,70,69,68,79,90,79,68,57,58,47,36,25,26,27,16,5
11,11,70,0.0007561088505933742,16,27,26,37,48,59,70,81,80,91,90,91,92,81,70,59,48,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,26,37,48,59,70,69,80,79,90,91,80,69,58,59,48,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,48,59,70,69,68,79,90,91,92,81,70,59,48,37,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,60,59,70,81,80,79,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.007420529809349075,16,27,26,37,48,59,70,69,68,79,90,91,92,93,82,71,60,49,38,27,16,5
11,11,70,0.00039501840591897434,16,27,38,37,48,59,70,69,80,91,90,91,80,81,70,59,60,49,38,27,16,5
11,11,70,0.0006834060764978574,16,27,38,49,60,59,70,69,80,91,90,79,80,69,58,47,36,25,26,27,16,5
11,11,70,0.0014637491851230706,16,27,38,49,60,59,70,81,80,91,90,79,80,81,82,71,60,49,38,27,16,5
11,11,70,0.0011341632758900613,16,27,38,49,60,59,70,69,68,79,90,79,68,69,70,59,60,49,38,27,16,5
11,11,70,0.0007221808893487997,16,27,38,37,48,59,70,69,68,79,90,79,68,57,46,35,24,25,26,27,16,5
11,11,70,0.0007488385731838224,16,27,38,49,60,71,70,69,80,91,90,91,80,81,70,71,60,49,38,27,16,5
11,11,70,0.0007633791280029259,16,27,38,49,60,59,70,81,92,91,90,91,80,69,58,47,36,37,26,27,16,5
11,11,70,0.0003223156318234576,16,27,38,49,48,59,70,81,80,79,90,79,80,81,70,71,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,37,48,59,70,69,68,79,90,79,80,69,70,59,48,37,26,27,16,5
11,11,70,0.0010881181856295674,16,27,26,37,48,59,70,69,80,79,90,91,80,69,58,47,36,25,26,27,16,5
11,11,70,0.00038774812850942266,16,27,38,37,48,59,70,81,92,91,90,79,68,69,58,47,36,25,26,27,16,5
11,11,70,0.0018175693523879188,16,27,38,37,48,59,70,69,68,79,90,91,92,81,82,71,60,49,38,27,16,5
11,11,70,0.00039986525752534215,16,27,38,49,60,71,70,81,92,91,90,79,68,69,70,59,48,37,26,27,16,5
11,11,70,0.004858968735383703,16,27,38,49,60,59,70,69,68,79,90,91,92,93,82,71,60,49,38,27,16,5
11,11,70,0.0003223156318234576,16,27,26,37,48,59,70,81,80,79,90,91,80,69,58,47,36,37,26,27,16,5
11,11,70,0.0011220461468741418,16,27,38,37,48,59,70,69,80,91,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,26,37,48,59,70,69,68,79,90,79,68,57,46,47,48,49,38,27,16,5
11,11,70,0.00037563099949350316,16,27,26,37,48,59,70,69,80,79,90,79,68,69,70,59,48,37,38,27,16,5
11,11,70,0.00033200933503619315,16,27,26,37,48,59,70,69,68,79,90,79,80,69,58,47,36,37,26,27,16,5
11,11,70,0.00035866701887121596,16,27,26,37,48,59,70,69,80,79,90,91,80,69,70,59,48,37,26,27,16,5
11,11,70,0.0026269935706513385,16,27,26,37,48,59,70,81,92,91,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,48,59,70,81,80,79,90,79,68,69,58,47,36,25,26,27,16,5
11,11,70,0.0010566136501881766,16,27,38,49,60,59,70,69,80,91,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,37,48,59,70,69,68,79,90,79,68,57,58,47,36,37,26,27,16,5
11,11,70,0.00039501840591897434,16,27,38,49,60,71,70,81,80,79,90,79,68,57,46,35,36,37,26,27,16,5
11,11,70,0.00039501840591897434,16,27,26,37,48,59,70,81,92,91,90,79,68,69,58,47,36,37,38,27,16,5
11,11,70,0.00039501840591897434,16,27,38,49,48,59,70,81,80,91,90,91,80,81,70,59,48,37,38,27,16,5
11,11,70,0.0007100637603328802,16,27,38,49,60,71,70,69,80,91,90,79,68,69,70,71,60,49,38,27,16,5
11,11,70,0.0007876133860347648,16,27,38,49,48,59,70,81,80,79,90,91,80,81,70,71,60,49,38,27,16,5
11,11,70,0.0011341632758900613,16,27,38,49,60,71,70,69,68,79,90,91,92,81,70,59,48,49,38,27,16,5
11,11,70,0.0029444623508684286,16,27,38,37,48,59,70,81,80,91,90,91,92,93,82,71,60,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,59,70,81,80,91,90,79,80,81,70,59,60,49,38,27,16,5
11,11,70,0.0021786597970623184,16,27,38,49,48,59,70,81,80,79,90,91,92,81,82,71,60,49,38,27,16,5
11,11,70,0.00039501840591897434,16,27,38,49,60,71,70,69,68,79,90,79,68,57,58,59,48,37,26,27,16,5
11,11,70,0.0003635138704775837,16,27,38,37,48,59,70,69,68,79,90,79,80,69,58,47,36,25,26,27,16,5
11,11,70,0.00036109044467439984,16,27,26,37,48,59,70,81,80,79,90,91,80,69,58,47,48,37,26,27,16,5
11,11,70,0.0007464151473806387,16,27,38,49,60,59,70,69,80,91,90,79,80,69,70,71,60,49,38,27,16,5
11,11,70,0.0007342980183647191,16,27,38,37,48,59,70,69,80,91,90,91,80,69,70,71,60,49,38,27,16,5
11,11,70,0.0014855600173517257,16,27,38,49,60,59,70,81,80,79,90,79,80,81,82,71,60,49,38,27,16,5
11,11,70,0.0007633791280029259,16,27,38,49,60,71,70,81,80,79,90,91,80,69,58,47,48,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,71,70,69,68,79,90,79,68,57,46,47,36,25,26,27,16,5
11,11,70,0.0009960280051085795,16,27,38,37,48,59,70,81,80,91,90,79,80,69,70,71,60,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,60,71,70,69,80,91,90,79,80,69,58,47,36,25,26,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,71,70,69,80,91,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.0010905416114327512,16,27,38,49,48,59,70,81,80,91,90,79,80,81,70,59,60,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,37,48,59,70,81,80,79,90,79,80,81,70,59,60,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,60,59,70,81,92,91,90,91,80,69,58,47,48,37,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,60,59,70,69,80,79,90,79,68,57,58,47,36,37,38,27,16,5
11,11,70,0.0011583975339219002,16,27,26,37,48,59,70,69,68,79,90,79,68,69,58,47,48,37,26,27,16,5
11,11,70,0.0010856947598263833,16,27,38,37,48,59,70,69,68,79,90,91,92,81,70,59,48,37,38,27,16,5
11,11,70,0.00038290127690305485,16,27,38,49,60,59,70,81,92,91,90,79,68,57,58,47,48,37,26,27,16,5
11,11,70,0.0010541902243849928,16,27,26,37,48,59,70,81,92,91,90,79,68,57,58,59,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,26,37,48,59,70,69,80,79,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.00037563099949350316,16,27,38,49,60,59,70,69,80,91,90,91,80,69,58,59,48,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,48,59,70,69,80,79,90,79,68,57,58,59,48,37,38,27,16,5
11,11,70,0.0007294511667583514,16,27,38,49,48,59,70,81,80,79,90,91,92,81,70,71,60,49,38,27,16,5
11,11,70,0.0007270277409551674,16,27,38,49,60,59,70,81,80,79,90,79,80,69,58,47,36,25,26,27,16,5
11,11,70,0.0007561088505933742,16,27,26,37,48,59,70,69,80,79,90,79,68,57,46,47,36,37,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,37,48,59,70,69,68,79,90,79,68,69,58,47,36,37,26,27,16,5
11,11,70,0.0014734428883358061,16,27,26,37,48,59,70,81,80,91,90,91,80,81,70,71,60,49,38,27,16,5
11,11,70,0.0029614263314907156,16,27,26,37,48,59,70,81,92,91,90,79,80,81,82,71,60,49,38,27,16,5
11,11,70,0.0022101643325037096,16,27,26,37,48,59,70,81,92,91,90,91,92,81,82,71,60,49,38,27,16,5
11,11,70,0.0007997305150506843,16,27,26,37,48,59,70,69,80,79,90,79,80,69,70,71,60,49,38,27,16,5
11,11,70,0.0007876133860347648,16,27,26,37,48,59,70,69,68,79,90,79,68,69,70,59,60,49,38,27,16,5
11,11,70,0.00039986525752534215,16,27,38,49,60,71,70,81,80,91,90,79,80,69,58,47,48,37,26,27,16,5
11,11,70,0.00039501840591897434,16,27,38,49,60,71,70,69,80,91,90,79,68,69,58,47,48,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,48,59,70,81,80,79,90,79,68,57,58,47,48,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,71,70,69,80,79,90,79,68,57,58,59,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,48,59,70,69,80,79,90,91,80,81,70,59,60,49,38,27,16,5
11,11,70,0.0007439917215774546,16,27,38,49,48,59,70,69,68,79,90,79,68,57,46,35,36,25,26,27,16,5
11,11,70,0.0007633791280029259,16,27,38,49,60,71,70,69,80,79,90,91,80,69,58,59,60,49,38,27,16,5
11,11,70,0.00035866701887121596,16,27,38,37,48,59,70,69,80,91,90,91,80,81,70,71,60,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,37,48,59,70,81,80,91,90,91,80,69,58,47,36,37,26,27,16,5
11,11,70,0.0018102990749783669,16,27,38,49,60,59,70,81,80,79,90,91,92,81,82,71,60,49,38,27,16,5
11,11,70,0.00038290127690305485,16,27,38,37,48,59,70,69,80,79,90,91,80,81,70,59,48,37,26,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,48,59,70,81,80,79,90,79,68,57,46,47,48,49,38,27,16,5
11,11,70,0.002617299867438603,16,27,38,49,60,59,70,81,92,91,90,79,80,81,70,71,60,49,38,27,16,5
11,11,70,0.0018926955522866192,16,27,26,37,48,59,70,81,80,79,90,91,92,93,82,71,60,49,38,27,16,5
11,11,70,0.0007318745925615353,16,27,38,49,48,59,70,81,80,79,90,91,92,81,70,59,48,37,38,27,16,5
11,11,70,0.0007003700571201447,16,27,38,49,60,59,70,69,68,79,90,91,92,81,70,59,48,37,26,27,16,5
11,11,70,0.0003707841478871354,16,27,38,37,48,59,70,81,80,79,90,79,68,69,58,47,48,49,38,27,16,5
11,11,70,0.00039501840591897434,16,27,38,37,48,59,70,69,68,79,90,79,68,57,46,47,48,37,38,27,16,5
11,11,70,0.0007270277409551674,16,27,38,49,60,59,70,81,80,91,90,79,80,69,70,59,60,49,38,27,16,5
11,11,70,0.0017303260234732985,16,27,38,49,60,59,70,69,68,79,90,79,80,69,70,71,60,49,38,27,16,5
11,11,70,0.0003223156318234576,16,27,38,49,60,71,70,69,68,79,90,79,68,57,58,47,48,49,38,27,16,5
11,11,70,0.00037563099949350316,16,27,38,37,48,59,70,69,68,79,90,79,68,69,58,59,48,49,38,27,16,5
11,11,70,0.00037563099949350316,16,27,26,37,48,59,70,81,80,91,90,91,80,81,70,59,48,49,38,27,16,5
11,11,70,0.0021374615584081923,16,27,38,49,60,71,70,81,80,79,90,91,92,81,82,71,60,49,38,27,16,5
11,11,70,0.0036399855563822056,16,27,38,49,60,71,70,81,92,91,90,79,80,81,82,71,60,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,26,37,48,59,70,69,80,79,90,79,80,69,58,47,36,37,38,27,16,5
11,11,70,0.0010808479082200157,16,27,38,49,60,71,70,81,80,79,90,79,68,69,70,59,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,26,37,48,59,70,81,92,91,90,79,80,69,58,47,36,37,26,27,16,5
11,11,70,0.001119622721070958,16,27,26,37,48,59,70,81,80,79,90,91,80,69,70,71,60,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,59,70,69,80,91,90,79,68,69,58,59,60,49,38,27,16,5
11,11,70,0.00143224464968168,16,27,38,49,60,71,70,69,68,79,90,79,68,69,70,71,60,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,26,37,48,59,70,69,80,91,90,91,92,81,70,59,48,37,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,48,59,70,81,80,91,90,91,92,81,70,59,48,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,48,59,70,81,92,91,90,79,80,81,70,59,60,49,38,27,16,5
11,11,70,0.0007415682957742708,16,27,38,49,48,59,70,69,80,79,90,79,80,69,58,59,48,37,38,27,16,5
11,11,70,0.0003223156318234576,16,27,38,49,48,59,70,81,80,79,90,91,80,69,58,47,36,37,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,59,70,69,68,79,90,79,80,69,58,59,60,49,38,27,16,5
11,11,70,0.0003223156318234576,16,27,38,49,60,59,70,81,80,79,90,79,68,57,58,59,48,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,37,48,59,70,69,68,79,90,91,80,69,58,59,48,49,38,27,16,5
11,11,70,0.0007512619989870064,16,27,38,49,60,71,70,81,80,91,90,91,80,69,58,47,36,25,26,27,16,5
11,11,70,0.0007367214441679031,16,27,38,49,60,59,70,81,80,79,90,91,80,81,70,59,60,49,38,27,16,5
11,11,70,0.0007415682957742708,16,27,38,49,60,71,70,69,80,79,90,79,68,69,70,71,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,60,71,70,81,80,91,90,79,68,69,70,59,48,49,38,27,16,5
11,11,70,0.001141433553299613,16,27,38,49,48,59,70,81,92,91,90,91,80,69,70,71,60,49,38,27,16,5
11,11,70,0.0006955232055137769,16,27,38,49,60,71,70,69,80,79,90,79,80,69,70,71,60,49,38,27,16,5
11,11,70,0.0007173340377424319,16,27,38,37,48,59,70,81,92,91,90,79,68,69,70,59,48,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,71,70,81,92,91,90,91,92,81,70,59,48,37,26,27,16,5
11,11,70,0.0018926955522866194,16,27,38,49,48,59,70,81,92,91,90,79,80,81,82,71,60,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,26,37,48,59,70,69,68,79,90,79,80,69,58,47,36,25,26,27,16,5
11,11,70,0.00037563099949350316,16,27,38,37,48,59,70,69,68,79,90,79,68,69,58,47,48,49,38,27,16,5
11,11,70,0.000693099779710593,16,27,38,49,48,59,70,81,80,91,90,79,68,57,58,59,48,37,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,60,59,70,69,80,91,90,91,80,69,58,47,36,25,26,27,16,5
11,11,70,0.0003223156318234576,16,27,38,37,48,59,70,69,80,79,90,79,68,57,58,59,48,37,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,48,59,70,69,80,91,90,79,80,69,70,59,48,37,26,27,16,5
11,11,70,0.002195623777684606,16,27,26,37,48,59,70,69,68,79,90,79,80,81,82,71,60,49,38,27,16,5
11,11,70,0.002195623777684606,16,27,38,37,48,59,70,81,92,91,90,79,68,69,70,59,60,49,38,27,16,5
11,11,70,0.00038290127690305485,16,27,38,49,60,71,70,69,80,91,90,91,80,81,70,59,48,49,38,27,16,5
11,11,70,0.0015316051076122194,16,27,38,49,48,59,70,69,80,79,90,91,92,81,82,71,60,49,38,27,16,5
11,11,70,0.001119622721070958,16,27,38,37,48,59,70,69,68,79,90,79,68,69,58,47,36,37,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,48,59,70,69,68,79,90,79,80,81,70,59,48,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,48,59,70,69,80,79,90,79,80,81,70,59,60,49,38,27,16,5
11,11,70,0.0010154154115340507,16,27,26,37,48,59,70,69,80,79,90,91,80,69,58,47,48,49,38,27,16,5
11,11,70,0.0007270277409551674,16,27,38,49,48,59,70,81,80,91,90,91,80,81,70,59,60,49,38,27,16,5
11,11,70,0.0018757315716643322,16,27,38,49,48,59,70,81,80,91,90,91,92,81,82,71,60,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,26,37,48,59,70,81,80,79,90,79,80,69,70,59,48,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,71,70,69,80,79,90,79,68,57,46,47,36,37,38,27,16,5
11,11,70,0.0006906763539074091,16,27,38,49,48,59,70,81,92,91,90,79,68,57,46,47,36,37,38,27,16,5
11,11,70,0.0007536854247901903,16,27,38,49,60,71,70,81,80,79,90,79,80,69,58,47,48,37,26,27,16,5
11,11,70,0.00038774812850942266,16,27,38,37,48,59,70,81,80,91,90,79,68,69,58,47,48,37,38,27,16,5
11,11,70,0.00039986525752534215,16,27,38,37,48,59,70,81,80,79,90,79,80,69,58,59,60,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,48,59,70,69,80,79,90,91,80,69,58,47,48,49,38,27,16,5
11,11,70,0.0007221808893487997,16,27,26,37,48,59,70,81,92,91,90,79,68,69,58,47,48,37,38,27,16,5
11,11,70,0.001097811888842303,16,27,38,49,60,71,70,69,80,79,90,91,80,69,70,71,60,49,38,27,16,5
11,11,70,0.00036836072208395153,16,27,38,49,60,71,70,69,68,79,90,79,68,69,58,47,48,49,38,27,16,5
11,11,70,0.0007561088505933742,16,27,38,49,60,71,70,81,80,79,90,91,80,69,70,59,48,37,26,27,16,5
11,11,70,0.0007415682957742708,16,27,38,49,60,59,70,81,92,91,90,79,68,69,70,59,48,37,26,27,16,5
11,11,70,0.0026754620867150167,16,27,26,37,48,59,70,81,92,91,90,79,68,69,70,71,60,49,38,27,16,5
11,11,70,0.0007342980183647191,16,27,38,37,48,59,70,69,68,79,90,91,80,69,58,47,36,25,26,27,16,5
11,11,70,0.0014904068689580933,16,27,26,37,48,59,70,69,68,79,90,91,80,81,70,71,60,49,38,27,16,5
11,11,70,0.00039986525752534215,16,27,38,49,48,59,70,69,80,91,90,91,92,81,70,59,48,37,38,27,16,5
11,11,70,0.00038290127690305485,16,27,26,37,48,59,70,69,80,91,90,91,80,69,58,59,60,49,38,27,16,5
11,11,70,0.000758532276396558,16,27,26,37,48,59,70,81,80,91,90,79,68,69,70,59,60,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,48,59,70,69,80,91,90,79,68,69,70,59,60,49,38,27,16,5
11,11,70,0.0010832713340231993,16,27,38,37,48,59,70,81,92,91,90,91,80,81,70,71,60,49,38,27,16,5
11,11,70,0.0011050821662518546,16,27,38,37,48,59,70,69,68,79,90,79,80,69,70,59,60,49,38,27,16,5
11,11,70,0.0007948836634443164,16,27,38,37,48,59,70,69,80,79,90,79,68,57,58,59,60,49,38,27,16,5
11,11,70,0.0011220461468741418,16,27,38,49,60,71,70,69,68,79,90,79,68,69,70,59,48,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,37,48,59,70,81,80,79,90,91,80,81,70,59,48,37,26,27,16,5
11,11,70,0.00037563099949350316,16,27,38,49,48,59,70,69,80,91,90,91,80,69,58,47,36,25,26,27,16,5
11,11,70,0.00039986525752534215,16,27,26,37,48,59,70,81,92,91,90,79,80,69,58,47,48,37,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,60,59,70,81,80,91,90,79,68,57,46,35,36,25,26,27,16,5
11,11,70,0.0007342980183647191,16,27,26,37,48,59,70,81,80,91,90,79,68,57,46,35,36,37,26,27,16,5
11,11,70,0.0003707841478871354,16,27,38,37,48,59,70,81,92,91,90,79,68,57,58,59,48,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,37,48,59,70,69,68,79,90,79,68,57,58,59,48,37,26,27,16,5
11,11,70,0.0007100637603328802,16,27,26,37,48,59,70,69,80,79,90,79,80,69,58,47,48,49,38,27,16,5
11,11,70,0.00039501840591897434,16,27,26,37,48,59,70,81,80,91,90,91,80,69,70,59,60,49,38,27,16,5
11,11,70,0.0007100637603328802,16,27,38,49,60,59,70,81,92,91,90,79,68,69,70,59,48,49,38,27,16,5
11,11,70,0.0015558393656440585,16,27,38,37,48,59,70,69,80,91,90,79,80,81,70,71,60,49,38,27,16,5
11,11,70,0.00038290127690305485,16,27,38,37,48,59,70,81,92,91,90,91,80,69,58,59,48,49,38,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,60,59,70,81,80,79,90,79,68,69,58,47,48,37,38,27,16,5
11,11,70,0.00036836072208395153,16,27,38,49,60,71,70,81,80,91,90,79,68,69,58,47,36,25,26,27,16,5
11,11,70,0.002585795331997213,16,27,26,37,48,59,70,69,68,79,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,59,70,81,80,91,90,79,80,69,58,59,48,49,38,27,16,5
11,11,70,0.0003223156318234576,16,27,38,37,48,59,70,69,80,91,90,79,68,69,58,47,36,25,26,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,60,59,70,81,80,91,90,79,68,69,58,47,36,25,26,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,48,59,70,69,68,79,90,79,80,69,58,59,48,37,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,37,48,59,70,81,92,91,90,79,80,69,58,47,36,25,26,27,16,5
11,11,70,0.000758532276396558,16,27,38,49,48,59,70,81,80,91,90,79,80,69,70,71,60,49,38,27,16,5
11,11,70,0.0015122177011867484,16,27,38,49,48,59,70,81,92,91,90,79,80,69,58,59,60,49,38,27,16,5
11,11,70,0.0007221808893487997,16,27,38,49,48,59,70,81,80,91,90,91,80,69,58,59,60,49,38,27,16,5
11,11,70,0.0003223156318234576,16,27,38,49,60,59,70,69,80,91,90,79,68,69,58,47,36,25,26,27,16,5
11,11,70,0.0003707841478871354,16,27,26,37,48,59,70,69,80,79,90,79,68,57,58,59,60,49,38,27,16,5
11,11,70,0.0018514973136324931,16,27,38,49,60,59,70,69,68,79,90,91,80,81,70,71,60,49,38,27,16,5
11,11,70,0.0018030287975688152,16,27,38,49,60,59,70,81,92,91,90,91,80,69,70,71,60,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,59,70,69,68,79,90,91,80,69,58,47,48,37,38,27,16,5
11,11,70,0.00037563099949350316,16,27,38,49,48,59,70,81,80,91,90,79,80,69,58,47,48,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,59,70,81,80,79,90,79,80,69,70,59,48,49,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,71,70,81,92,91,90,91,80,81,70,59,60,49,38,27,16,5
11,11,70,0.0007246043151519836,16,27,38,49,60,71,70,81,92,91,90,79,68,57,58,47,48,49,38,27,16,5
11,11,70,0.0007149106119392481,16,27,38,49,60,71,70,81,80,91,90,79,68,69,58,59,60,49,38,27,16,5
11,11,70,0.000760955702199742,16,27,38,49,60,71,70,81,92,91,90,79,80,69,58,47,36,25,26,27,16,5
11,11,70,0.0018248396297974704,16,27,38,49,60,71,70,81,92,91,90,79,68,69,70,71,60,49,38,27,16,5
11,11,70,0.00039986525752534215,16,27,26,37,48,59,70,81,80,91,90,79,68,69,58,59,60,49,38,27,16,5
11,11,70,0.0007439917215774546,16,27,38,37,48,59,70,81,80,79,90,79,68,57,58,47,48,37,26,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,48,59,70,69,68,79,90,79,68,57,46,35,36,37,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,59,70,81,80,79,90,79,68,69,58,47,36,25,26,27,16,5
11,11,70,0.0007415682957742708,16,27,26,37,48,59,70,69,80,91,90,79,68,57,46,47,36,37,38,27,16,5
11,11,70,0.0015025239979740129,16,27,26,37,48,59,70,81,80,79,90,91,80,81,70,71,60,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,71,70,69,68,79,90,91,80,69,58,59,48,37,26,27,16,5
11,11,70,0.0010663073534009123,16,27,38,49,60,59,70,69,68,79,90,79,80,81,82,71,60,49,38,27,16,5
11,11,70,0.00038290127690305485,16,27,38,49,60,59,70,81,80,79,90,79,68,69,58,59,48,37,38,27,16,5
11,11,70,0.0003223156318234576,16,27,38,49,60,59,70,69,68,79,90,91,80,81,70,59,48,37,26,27,16,5
11,11,70,0.0007221808893487997,16,27,38,49,60,71,70,81,92,91,90,79,80,81,70,59,60,49,38,27,16,5
11,11,70,0.0042676528394068325,16,27,38,49,48,59,70,81,92,91,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.0010251091147467863,16,27,26,37,48,59,70,81,92,91,90,79,68,69,70,59,60,49,38,27,16,5
11,11,70,0.00035866701887121596,16,27,38,49,48,59,70,69,68,79,90,79,68,57,58,47,36,37,38,27,16,5
11,11,70,0.0003707841478871354,16,27,38,49,60,59,70,81,80,91,90,79,68,69,70,59,60,49,38,27,16,5
11,11,70,0.00039501840591897434,16,27,26,37,48,59,70,81,80,91,90,91,80,81,70,59,60,49,38,27,16,5
11,11,70,0.00033200933503619315,16,27,38,49,60,71,70,81,92,91,90,79,80,81,70,59,48,37,26,27,16,5
11,11,70,0.00038774812850942266,16,27,38,49,48,59,70,69,80,79,90,79,68,57,58,47,48,37,26,27,16,5
11,11,70,0.00033200933503619315,16,27,38,37,48,59,70,81,92,91,90,79,68,69,70,59,48,37,38,27,16,5
11,11,70,0.0007294511667583514,16,27,38,49,48,59,70,81,80,79,90,79,80,81,82,71,60,49,38,27,16,5
11,11,70,0.0010638839275977285,16,27,26,37,48,59,70,69,80,91,90,79,80,81,70,71,60,49,38,27,16,5
11,11,70,0.001454055481910335,16,27,38,37,48,59,70,81,92,91,90,91,80,69,70,71,60,49,38,27,16,5
11,11,70,0.0003635138704775837,16,27,38,49,48,59,70,81,80,79,90,79,68,57,58,47,36,25,26,27,16,5
11,11,70,0.00036836072208395153,16,27,26,37,48,59,70,81,80,79,90,91,80,69,70,59,60,49,38,27,16,5
11,11,70,0.0029590029056875316,16,27,38,49,48,59,70,69,68,79,90,91,80,81,82,71,60,49,38,27,16,5
11,11,70,0.00036109044467439984,16,27,38,49,48,59,70,81,80,91,90,91,92,81,70,59,48,37,26,27,16,5
11,11,70,0.00036109044467439984,16,27,26,37,48,59,70,69,80,91,90,91,80,69,70,59,48,37,38,27,16,5
11,11,70,0.00036109044467439984,16,27,26,37,48,59,70,81,80,91,90,79,68,57,46,47,36,37,38,27,16,5
