1,2,3,trial_num,map,A,B,C,wrong_objective,unique_id,wrong_attempts,age
-1,-1,-1,21,ND_DX_1,1,0,0,0,VxLzTgZ,1,73
1,0,-1,22,DX_UN_0,0.29,0.3,0.29,0,VxLzTgZ,1,73
1,0,0,23,PX_UN_0,0.32,0.32,0.33,6,VxLzTgZ,1,73
0.75,0.49,0.29,1,NX_UN_0,0.14,0.49,0.09,0,piTlnVk,1,29
-1,-1,-1,2,ND_PX_0,0.59,0.53,0.25,0,piTlnVk,1,29
-1,-1,-1,3,ND_UN_0,0.35,0.5,0.62,0,piTlnVk,1,29
0.49,0.43,0.44,4,PX_NX_0,0.54,0.51,0.34,0,piTlnVk,1,29
0.45,0.35,0.42,5,NX_NX_0,0.51,0.57,0.39,0,piTlnVk,1,29
0.52,0.39,-1,6,DX_PX_0,0.42,0.65,0.48,0,piTlnVk,1,29
0.59,0.43,-1,7,DX_DX_0,0.65,0.38,0.48,0,piTlnVk,1,29
0.78,0.2,0.64,8,PX_UN_0,0.27,0.63,0.3,10,piTlnVk,1,29
0.58,0.44,-1,9,DX_UN_0,0.41,0.36,0.61,0,piTlnVk,1,29
0.55,0.39,0.56,10,PX_PX_0,0.36,0.52,0.35,0,piTlnVk,1,29
0.52,0.39,-1,11,UN_DX_0,0.43,0.49,0.4,0,piTlnVk,1,29
-1,-1,-1,12,ND_DX_0,0.28,0.44,0.38,0,piTlnVk,1,29
0.57,0.45,-1,13,DX_NX_0,0.46,0.42,0.6,1,piTlnVk,1,29
-1,-1,-1,14,ND_NX_0,0.55,0.44,0.58,0,piTlnVk,1,29
0.49,0.63,-1,15,UN_PX_0,0.44,0.52,0.37,0,piTlnVk,1,29
0.36,0.5,0.49,16,NX_DX_0,0.64,0.38,0.47,0,piTlnVk,1,29
0.37,0.58,-1,17,UN_UN_0,0.52,0.54,0.41,0,piTlnVk,1,29
-1,-1,-1,18,ND_NX_1,0.48,0.43,0.18,0,piTlnVk,1,29
0.51,0.38,0.55,19,PX_DX_0,0.49,0.51,0.2,0,piTlnVk,1,29
0.42,0.58,0.47,20,NX_PX_0,0.49,0.46,0.4,0,piTlnVk,1,29
0.51,0.43,-1,21,UN_NX_0,0.51,0.52,0.4,0,piTlnVk,1,29
-1,-1,-1,22,ND_DX_1,0.53,0.39,0.28,0,piTlnVk,1,29
-1,-1,-1,23,ND_PX_1,0.51,0.4,0.25,0,piTlnVk,1,29
-1,-1,-1,1,ND_DX_1,1,0,0,0,gTzqIwE,1,25
0,0.49,0.51,2,NX_NX_0,0.48,0,0.47,0,gTzqIwE,1,25
0.52,0.52,-1,3,UN_DX_0,0,0,1,0,gTzqIwE,1,25
-1,-1,-1,4,ND_DX_0,1,0,0,0,gTzqIwE,1,25
0.73,0.23,0,5,PX_UN_0,0.45,0.41,0.24,0,gTzqIwE,1,25
0.69,0.33,0,6,PX_NX_0,0.51,0.49,0,0,gTzqIwE,1,25
0.5,0.49,-1,7,UN_NX_0,0,0.5,0.51,0,gTzqIwE,1,25
1,0,-1,8,DX_NX_0,0.49,0,0.49,0,gTzqIwE,1,25
-1,-1,-1,9,ND_NX_1,0.5,0,0.5,0,gTzqIwE,1,25
-1,-1,-1,10,ND_PX_0,0.69,0,0.29,0,gTzqIwE,1,25
1,0,-1,11,DX_UN_0,0.34,0.35,0.37,0,gTzqIwE,1,25
0.32,0.69,0,12,PX_PX_0,0.15,0,0.82,0,gTzqIwE,1,25
0.49,0.49,0,13,NX_DX_0,0,0,1,0,gTzqIwE,1,25
0,1,-1,14,DX_PX_0,0.3,0.68,0,0,gTzqIwE,1,25
-1,-1,-1,15,ND_UN_0,0.34,0.34,0.34,0,gTzqIwE,1,25
-1,-1,-1,16,ND_NX_0,0.48,0,0.49,0,gTzqIwE,1,25
0.51,0.5,-1,17,UN_PX_0,0.49,0,0.49,0,gTzqIwE,1,25
0.31,0,0.71,18,PX_DX_0,0,0,1,0,gTzqIwE,1,25
0.53,0.52,0,19,NX_PX_0,0.47,0,0.49,0,gTzqIwE,1,25
1,0,-1,20,DX_DX_0,0,0,1,0,gTzqIwE,1,25
0.51,0.52,0,21,NX_UN_0,0.33,0.33,0.34,0,gTzqIwE,1,25
0.51,0.51,-1,22,UN_UN_0,0.36,0.36,0.36,0,gTzqIwE,1,25
-1,-1,-1,23,ND_PX_1,0.5,0.5,0,0,gTzqIwE,1,25
0.84,0.15,-1,1,DX_NX_0,0.28,0,1,5,xG1za6Z,0,44
0.64,0.86,-1,2,UN_NX_0,0.03,0.76,0.8,0,xG1za6Z,0,44
0.86,0.81,0.81,3,NX_UN_0,0.79,0.81,0,0,xG1za6Z,0,44
0.48,0.49,-1,4,DX_DX_0,0,0.1,0.86,0,xG1za6Z,0,44
-1,-1,-1,5,ND_DX_0,1,0,0.01,0,xG1za6Z,0,44
-1,-1,-1,6,ND_PX_0,1,0.02,0.02,0,xG1za6Z,0,44
0.56,0.56,0,7,NX_DX_0,0.01,0.02,0.97,0,xG1za6Z,0,44
0.5,0.52,-1,8,UN_UN_0,0.82,0.82,0.81,0,xG1za6Z,0,44
0.82,0.02,0.82,9,PX_DX_0,0.04,0.19,0.97,0,xG1za6Z,0,44
0.56,0.57,-1,10,UN_PX_0,0.87,0,0.88,0,xG1za6Z,0,44
-1,-1,-1,11,ND_NX_0,1,0.01,0.99,0,xG1za6Z,0,44
0.97,0.97,0.02,12,NX_PX_0,0.99,0.04,0.98,0,xG1za6Z,0,44
0.99,0.01,-1,13,DX_UN_0,0.98,0.98,0.99,0,xG1za6Z,0,44
0.97,0.96,0.02,14,PX_UN_0,0.89,0.92,0.91,0,xG1za6Z,0,44
0.89,0.9,-1,15,UN_DX_0,0.03,0,0.99,0,xG1za6Z,0,44
0.2,0.97,0.01,16,PX_PX_0,0.58,0,0.96,0,xG1za6Z,0,44
0.85,0.85,0,17,PX_NX_0,0.84,0.84,0.86,0,xG1za6Z,0,44
-1,-1,-1,18,ND_DX_1,0.76,0.76,0.02,0,xG1za6Z,0,44
0.03,0.98,-1,19,DX_PX_0,0.85,0.86,0,0,xG1za6Z,0,44
-1,-1,-1,20,ND_PX_1,0.98,0.51,0.02,0,xG1za6Z,0,44
-1,-1,-1,21,ND_UN_0,0.77,0.79,0.78,0,xG1za6Z,0,44
-1,-1,-1,22,ND_NX_1,0.82,0.82,0.04,0,xG1za6Z,0,44
0.02,0.81,0.8,23,NX_NX_0,0.75,0,0.8,0,xG1za6Z,0,44
0.98,0,-1,1,DX_NX_0,0.49,0,0.46,1,jSz1b6E,1,54
0.47,0.47,0,2,PX_PX_0,0.47,0,0.49,0,jSz1b6E,1,54
0.5,0.5,-1,3,UN_UN_0,0.49,0.48,0.48,0,jSz1b6E,1,54
0.48,0.48,0,4,NX_PX_0,0.46,0,0.46,0,jSz1b6E,1,54
-1,-1,-1,5,ND_NX_0,0.47,0,0.46,0,jSz1b6E,1,54
0.97,0,-1,6,DX_UN_0,0.48,0.48,0.48,0,jSz1b6E,1,54
-1,-1,-1,7,ND_NX_1,0.47,0,0.46,0,jSz1b6E,1,54
-1,-1,-1,8,ND_PX_0,0.45,0,0.43,0,jSz1b6E,1,54
1,0,-1,9,DX_DX_0,0,0,1,0,jSz1b6E,1,54
0.48,0.48,0,10,PX_UN_0,0.46,0.47,0.46,0,jSz1b6E,1,54
0.49,0.48,-1,11,UN_DX_0,0,0,1,0,jSz1b6E,1,54
